(2196, 474)#(474, 2498)#(2498, 1537)#(1537, 2329)#(2329, 148)#(148, 4260)#(4260, 4955)#(4955, 2124)#(2124, 111)#(111, 318)#(318, 51)#(51, 1198)#(1198, 846)
(2459, 361)#(361, 2079)#(2079, 2639)#(2639, 2581)#(2581, 1223)#(1223, 2256)#(2256, 148)#(148, 1321)#(1321, 1315)#(1315, 1188)#(1188, 2197)#(2197, 2041)#(2041, 4756)#(4756, 1995)
(710, 25)#(25, 2798)#(2798, 3529)#(3529, 3911)#(3911, 2149)#(2149, 2289)#(2289, 412)#(412, 3179)#(3179, 89)#(89, 4923)#(4923, 3792)#(3792, 70)#(70, 148)#(148, 4408)
(3301, 303)#(303, 2270)#(2270, 1350)#(1350, 2284)#(2284, 480)#(480, 1072)#(1072, 4923)#(4923, 3390)#(3390, 1633)#(1633, 3932)#(3932, 3916)#(3916, 4408)#(4408, 148)#(148, 2368)
(792, 1276)#(1276, 1262)#(1262, 430)#(430, 1977)#(1977, 2408)#(2408, 2498)#(2498, 3090)#(3090, 3402)#(3402, 867)#(867, 4070)#(4070, 3244)#(3244, 148)#(148, 3366)#(3366, 3656)
(148, 160)#(160, 355)#(355, 1197)#(1197, 1567)#(1567, 2955)#(2955, 699)#(699, 846)#(846, 1174)#(1174, 4948)#(4948, 1665)#(1665, 2794)#(2794, 2864)#(2864, 2866)#(2866, 909)
(3023, 2922)#(2922, 2534)#(2534, 3928)#(3928, 1067)#(1067, 1569)#(1569, 3214)#(3214, 24)#(24, 1317)#(1317, 95)#(95, 2256)#(2256, 3448)#(3448, 3366)#(3366, 3656)#(3656, 148)
(3467, 2870)#(2870, 3610)#(3610, 1538)#(1538, 4355)#(4355, 2603)#(2603, 1540)#(1540, 1757)#(1757, 2903)#(2903, 2320)#(2320, 148)#(148, 3072)#(3072, 2876)#(2876, 24)
(3217, 2955)#(2955, 1247)#(1247, 3278)#(3278, 2937)#(2937, 1076)#(1076, 2258)#(2258, 2722)#(2722, 3162)#(3162, 1252)#(1252, 1566)#(1566, 3448)#(3448, 148)#(148, 4012)#(4012, 2876)
(2284, 1273)#(1273, 2013)#(2013, 560)#(560, 1270)#(1270, 2603)#(2603, 2323)#(2323, 1986)#(1986, 1583)#(1583, 2976)#(2976, 2320)#(2320, 3180)#(3180, 418)#(418, 1972)#(1972, 148)
(440, 1074)#(1074, 3126)#(3126, 326)#(326, 3021)#(3021, 1381)#(1381, 1379)#(1379, 1409)#(1409, 2937)#(2937, 2056)#(2056, 2044)#(2044, 698)#(698, 1072)#(1072, 3448)#(3448, 148)
(1162, 1648)#(1648, 1558)#(1558, 1442)#(1442, 1377)#(1377, 1448)#(1448, 1539)#(1539, 1443)#(1443, 1446)#(1446, 496)#(496, 1624)#(1624, 148)#(148, 236)#(236, 6)#(6, 846)
(148, 1187)#(1187, 1331)#(1331, 296)#(296, 1172)#(1172, 51)#(51, 1281)#(1281, 3276)#(3276, 1833)#(1833, 2219)#(2219, 1183)#(1183, 1233)#(1233, 2775)#(2775, 1587)#(1587, 1842)
(440, 2743)#(2743, 4132)#(4132, 412)#(412, 2868)#(2868, 24)#(24, 3214)#(3214, 4070)#(4070, 3089)#(3089, 148)#(148, 3366)#(3366, 4731)#(4731, 3920)#(3920, 2876)#(2876, 33)
(146, 148)#(148, 151)#(151, 154)#(154, 217)#(217, 343)#(343, 412)#(412, 415)#(415, 419)#(419, 589)#(589, 40)#(40, 123)#(123, 162)#(162, 166)#(166, 169)
(3090, 818)#(818, 1379)#(1379, 204)#(204, 1655)#(1655, 4923)#(4923, 1722)#(1722, 148)#(148, 3165)#(3165, 1934)#(1934, 4147)#(4147, 4973)#(4973, 2490)#(2490, 33)#(33, 2247)
(795, 1217)#(1217, 1312)#(1312, 2678)#(2678, 303)#(303, 1901)#(1901, 3417)#(3417, 70)#(70, 148)#(148, 2372)#(2372, 1315)#(1315, 3881)#(3881, 4934)#(4934, 2681)#(2681, 2489)
(2459, 2656)#(2656, 148)#(148, 2431)#(2431, 2843)#(2843, 2234)#(2234, 4298)#(4298, 2876)#(2876, 4786)#(4786, 4135)#(4135, 51)#(51, 48)#(48, 2679)#(2679, 3447)#(3447, 1183)
(1375, 2523)#(2523, 530)#(530, 2825)#(2825, 3217)#(3217, 1813)#(1813, 2636)#(2636, 3073)#(3073, 2215)#(2215, 148)#(148, 3505)#(3505, 2372)#(2372, 3072)#(3072, 3703)#(3703, 2490)
(1828, 2807)#(2807, 2680)#(2680, 4148)#(4148, 827)#(827, 148)#(148, 2171)#(2171, 2298)#(2298, 4582)#(4582, 2247)#(2247, 2876)#(2876, 846)#(846, 1190)#(1190, 4881)#(4881, 318)
(3778, 381)#(381, 1757)#(1757, 3932)#(3932, 148)#(148, 2676)#(2676, 4588)#(4588, 1889)#(1889, 1888)#(1888, 1890)#(1890, 4775)#(4775, 1339)#(1339, 4903)#(4903, 4249)#(4249, 4277)
(3464, 2258)#(2258, 4260)#(4260, 3159)#(3159, 4859)#(4859, 4562)#(4562, 642)#(642, 3423)#(3423, 3023)#(3023, 2013)#(2013, 412)#(412, 1081)#(1081, 3179)#(3179, 148)#(148, 1887)
(1236, 326)#(326, 1830)#(1830, 1626)#(1626, 2403)#(2403, 3073)#(3073, 1972)#(1972, 2001)#(2001, 148)#(148, 4548)#(4548, 3877)#(3877, 1315)#(1315, 1106)#(1106, 735)#(735, 1128)
(1665, 775)#(775, 1238)#(1238, 2457)#(2457, 1044)#(1044, 3911)#(3911, 2028)#(2028, 1004)#(1004, 3029)#(3029, 1633)#(1633, 70)#(70, 148)#(148, 3598)#(3598, 4957)#(4957, 3179)
(1626, 2289)#(2289, 1541)#(1541, 2603)#(2603, 3179)#(3179, 3616)#(3616, 1633)#(1633, 2725)#(2725, 148)#(148, 267)#(267, 4260)#(4260, 4012)#(4012, 260)#(260, 2489)#(2489, 1174)
(2, 6)#(6, 7)#(7, 12)#(12, 22)#(22, 33)#(33, 71)#(71, 633)#(633, 20)#(20, 40)#(40, 148)#(148, 151)#(151, 154)#(154, 161)#(161, 162)
(148, 2805)#(2805, 2269)#(2269, 1226)#(1226, 318)#(318, 2242)#(2242, 2775)#(2775, 4901)#(4901, 4881)#(4881, 1648)#(1648, 4053)#(4053, 355)#(355, 1268)#(1268, 507)#(507, 2166)
(19, 1813)#(1813, 4923)#(4923, 148)#(148, 3868)#(3868, 610)#(610, 1944)#(1944, 2300)#(2300, 2081)#(2081, 479)#(479, 1176)#(1176, 4901)#(4901, 2489)#(2489, 296)#(296, 1664)
(19, 148)#(148, 102)#(102, 2414)#(2414, 2936)#(2936, 775)#(775, 332)#(332, 3171)#(3171, 1375)#(1375, 1995)#(1995, 3656)#(3656, 48)#(48, 3920)#(3920, 2876)#(2876, 4881)
(2743, 1660)#(1660, 3826)#(3826, 1004)#(1004, 1272)#(1272, 2603)#(2603, 3738)#(3738, 2256)#(2256, 3183)#(3183, 148)#(148, 4973)#(4973, 33)#(33, 2423)#(2423, 20)#(20, 2876)
(2611, 430)#(430, 1921)#(1921, 1074)#(1074, 1732)#(1732, 3064)#(3064, 1459)#(1459, 1220)#(1220, 3324)#(3324, 176)#(176, 148)#(148, 4260)#(4260, 1944)#(1944, 318)#(318, 846)
(2056, 2302)#(2302, 1638)#(1638, 2720)#(2720, 1972)#(1972, 148)#(148, 3736)#(3736, 999)#(999, 1005)#(1005, 3703)#(3703, 2681)#(2681, 2350)#(2350, 2490)#(2490, 4881)#(4881, 318)
(1540, 3652)#(3652, 3214)#(3214, 148)#(148, 3647)#(3647, 1353)#(1353, 4396)#(4396, 3752)#(3752, 750)#(750, 2247)#(2247, 4901)#(4901, 3191)#(3191, 1240)#(1240, 2489)#(2489, 1174)
(2408, 3773)#(3773, 1165)#(1165, 2624)#(2624, 319)#(319, 1660)#(1660, 1830)#(1830, 3233)#(3233, 3928)#(3928, 2757)#(2757, 176)#(176, 2236)#(2236, 3656)#(3656, 4773)#(4773, 148)
(2, 12)#(12, 18)#(18, 26)#(26, 27)#(27, 621)#(621, 61)#(61, 145)#(145, 148)#(148, 151)#(151, 160)#(160, 180)#(180, 232)#(232, 233)#(233, 235)
(1809, 1206)#(1206, 1441)#(1441, 2030)#(2030, 111)#(111, 491)#(491, 148)#(148, 1205)#(1205, 2242)#(2242, 317)#(317, 1156)#(1156, 1871)#(1871, 1947)#(1947, 2712)#(2712, 85)
(40, 148)#(148, 151)#(151, 154)#(154, 159)#(159, 162)#(162, 169)#(169, 217)#(217, 231)#(231, 236)#(236, 252)#(252, 261)#(261, 262)#(262, 267)#(267, 343)
(1590, 3163)#(3163, 2396)#(2396, 560)#(560, 1409)#(1409, 412)#(412, 2044)#(2044, 1568)#(1568, 176)#(176, 70)#(70, 148)#(148, 2664)#(2664, 74)#(74, 1047)#(1047, 3391)
(2955, 2112)#(2112, 1940)#(1940, 607)#(607, 733)#(733, 1537)#(1537, 3657)#(3657, 825)#(825, 2060)#(2060, 1398)#(1398, 148)#(148, 2859)#(2859, 501)#(501, 2490)#(2490, 3905)
(369, 187)#(187, 542)#(542, 2721)#(2721, 1192)#(1192, 1619)#(1619, 1251)#(1251, 1307)#(1307, 1922)#(1922, 1353)#(1353, 1531)#(1531, 148)#(148, 4070)#(4070, 1082)#(1082, 1710)
(35, 146)#(146, 148)#(148, 150)#(150, 151)#(151, 343)#(343, 412)#(412, 585)#(585, 45)#(45, 111)#(111, 123)#(123, 152)#(152, 154)#(154, 159)#(159, 161)
(32, 35)#(35, 133)#(133, 148)#(148, 151)#(151, 154)#(154, 155)#(155, 161)#(161, 162)#(162, 164)#(164, 166)#(166, 173)#(173, 214)#(214, 223)#(223, 224)
(355, 3583)#(3583, 148)#(148, 4391)#(4391, 4155)#(4155, 2775)#(2775, 2843)#(2843, 2689)#(2689, 2721)#(2721, 177)#(177, 4270)#(4270, 1366)#(1366, 2914)#(2914, 1281)#(1281, 905)
(3163, 3878)#(3878, 148)#(148, 3736)#(3736, 1269)#(1269, 4731)#(4731, 3963)#(3963, 4900)#(4900, 3164)#(3164, 4156)#(4156, 2876)#(2876, 2679)
(3423, 3773)#(3773, 148)#(148, 2215)#(2215, 1153)#(1153, 3915)#(3915, 3632)#(3632, 318)#(318, 51)#(51, 3063)#(3063, 33)#(33, 355)#(355, 4782)#(4782, 4881)#(4881, 2775)
(1913, 1997)#(1997, 30)#(30, 3423)#(3423, 3737)#(3737, 1381)#(1381, 1901)#(1901, 908)#(908, 1864)#(1864, 2316)#(2316, 70)#(70, 148)#(148, 2725)#(2725, 3187)#(3187, 1321)
(3179, 1542)#(1542, 2258)#(2258, 3276)#(3276, 3779)#(3779, 1923)#(1923, 2950)#(2950, 3792)#(3792, 4070)#(4070, 13)#(13, 148)#(148, 3917)#(3917, 1611)#(1611, 2051)#(2051, 4731)
(1350, 4057)#(4057, 1538)#(1538, 1541)#(1541, 2349)#(2349, 2937)#(2937, 3189)#(3189, 3016)#(3016, 3928)#(3928, 3609)#(3609, 1072)#(1072, 2780)#(2780, 148)#(148, 318)#(318, 846)
(1880, 354)#(354, 526)#(526, 987)#(987, 890)#(890, 2089)#(2089, 148)#(148, 470)#(470, 2122)#(2122, 616)#(616, 846)#(846, 1262)#(1262, 590)#(590, 909)#(909, 4135)
(194, 1165)#(1165, 1879)#(1879, 3301)#(3301, 733)#(733, 2656)#(2656, 2518)#(2518, 19)#(19, 1317)#(1317, 3183)#(3183, 2219)#(2219, 148)#(148, 1327)#(1327, 2859)#(2859, 1163)
(3610, 2341)#(2341, 2346)#(2346, 4253)#(4253, 1540)#(1540, 2258)#(2258, 3652)#(3652, 1317)#(1317, 2709)#(2709, 2758)#(2758, 3089)#(3089, 3244)#(3244, 2725)#(2725, 148)#(148, 2187)
(1251, 656)#(656, 1246)#(1246, 371)#(371, 1219)#(1219, 326)#(326, 148)#(148, 2999)#(2999, 3598)#(3598, 2214)#(2214, 318)#(318, 51)#(51, 526)#(526, 1206)#(1206, 2313)
(667, 277)#(277, 1044)#(1044, 1211)#(1211, 1016)#(1016, 560)#(560, 176)#(176, 2316)#(2316, 1084)#(1084, 480)#(480, 148)#(148, 2619)#(2619, 1944)#(1944, 3588)#(3588, 2238)
(6, 551)#(551, 2588)#(2588, 1069)#(1069, 1521)#(1521, 2373)#(2373, 2212)#(2212, 1044)#(1044, 2015)#(2015, 1730)#(1730, 2656)#(2656, 148)#(148, 3926)#(3926, 318)#(318, 526)
(71, 3332)#(3332, 1665)#(1665, 45)#(45, 775)#(775, 32)#(32, 2080)#(2080, 371)#(371, 1886)#(1886, 326)#(326, 1167)#(1167, 3652)#(3652, 176)#(176, 1152)#(1152, 148)
(2634, 3324)#(3324, 1972)#(1972, 148)#(148, 3900)#(3900, 318)#(318, 526)#(526, 4881)#(4881, 1184)#(1184, 2242)#(2242, 590)#(590, 2775)
(1591, 1942)#(1942, 1268)#(1268, 1205)#(1205, 2865)#(2865, 3826)#(3826, 2328)#(2328, 148)#(148, 2392)#(2392, 4396)#(4396, 1185)#(1185, 1238)#(1238, 1198)#(1198, 846)#(846, 1222)
(1558, 1377)#(1377, 1535)#(1535, 1568)#(1568, 1566)#(1566, 1548)#(1548, 1406)#(1406, 1443)#(1443, 1593)#(1593, 51)#(51, 1196)#(1196, 1259)#(1259, 795)#(795, 1176)#(1176, 148)
(1074, 3423)#(3423, 3279)#(3279, 3301)#(3301, 1939)#(1939, 2027)#(2027, 2149)#(2149, 237)#(237, 3016)#(3016, 1220)#(1220, 1878)#(1878, 1757)#(1757, 920)#(920, 3547)#(3547, 148)
(440, 2678)#(2678, 3090)#(3090, 523)#(523, 2624)#(2624, 163)#(163, 1441)#(1441, 2149)#(2149, 2349)#(2349, 2903)#(2903, 2058)#(2058, 148)#(148, 1979)#(1979, 2610)#(2610, 4587)
(2408, 2634)#(2634, 2064)#(2064, 2149)#(2149, 2053)#(2053, 2302)#(2302, 2256)#(2256, 1811)#(1811, 148)#(148, 2033)#(2033, 2297)#(2297, 2065)#(2065, 3963)#(3963, 1243)#(1243, 3881)
(656, 1074)#(1074, 1590)#(1590, 3876)#(3876, 1660)#(1660, 3179)#(3179, 148)#(148, 3089)#(3089, 1353)#(1353, 1768)#(1768, 3428)#(3428, 296)#(296, 479)#(479, 1185)#(1185, 2876)
(2166, 715)#(715, 1470)#(1470, 1590)#(1590, 2064)#(2064, 3536)#(3536, 1901)#(1901, 148)#(148, 2843)#(2843, 2912)#(2912, 4551)#(4551, 1260)#(1260, 578)#(578, 4887)#(4887, 2313)
(3773, 440)#(440, 1801)#(1801, 3664)#(3664, 1830)#(1830, 4642)#(4642, 373)#(373, 755)#(755, 3324)#(3324, 4252)#(4252, 148)#(148, 2414)#(2414, 1472)#(1472, 318)#(318, 846)
(7, 12)#(12, 17)#(17, 22)#(22, 37)#(37, 101)#(101, 605)#(605, 112)#(112, 606)#(606, 20)#(20, 148)#(148, 151)#(151, 154)#(154, 343)#(343, 409)
(2499, 3467)#(3467, 2579)#(2579, 1569)#(1569, 21)#(21, 3580)#(3580, 2777)#(2777, 2536)#(2536, 4901)#(4901, 2489)#(2489, 4135)#(4135, 296)#(296, 318)#(318, 148)#(148, 4132)
(479, 1734)#(1734, 1187)#(1187, 260)#(260, 1855)#(1855, 3773)#(3773, 526)#(526, 148)#(148, 480)#(480, 1567)#(1567, 3469)#(3469, 4194)#(4194, 590)#(590, 2309)#(2309, 2923)
(1626, 2277)#(2277, 1085)#(1085, 1409)#(1409, 1583)#(1583, 3180)#(3180, 3094)#(3094, 3792)#(3792, 70)#(70, 148)#(148, 4530)#(4530, 2033)#(2033, 1978)#(1978, 4922)#(4922, 846)
(307, 1626)#(1626, 3016)#(3016, 1081)#(1081, 1932)#(1932, 216)#(216, 411)#(411, 219)#(219, 1015)#(1015, 148)#(148, 1814)#(1814, 2431)#(2431, 1315)#(1315, 2187)#(2187, 3754)
(2309, 1379)#(1379, 1232)#(1232, 1542)#(1542, 427)#(427, 176)#(176, 492)#(492, 148)#(148, 1016)#(1016, 3652)#(3652, 480)#(480, 2284)#(2284, 3895)#(3895, 89)#(89, 2774)
(3878, 3925)#(3925, 2058)#(2058, 2774)#(2774, 148)#(148, 2293)#(2293, 2002)#(2002, 239)#(239, 1106)#(1106, 14)#(14, 313)#(313, 2429)#(2429, 4881)#(4881, 4887)#(4887, 4786)
(343, 409)#(409, 24)#(24, 32)#(32, 40)#(40, 70)#(70, 123)#(123, 146)#(146, 148)#(148, 151)#(151, 154)#(154, 217)#(217, 223)#(223, 225)#(225, 231)
(2639, 3664)#(3664, 108)#(108, 633)#(633, 4278)#(4278, 3179)#(3179, 2320)#(2320, 2722)#(2722, 1633)#(1633, 3094)#(3094, 70)#(70, 3183)#(3183, 3244)#(3244, 148)#(148, 296)
(1686, 1238)#(1238, 1044)#(1044, 430)#(430, 171)#(171, 3423)#(3423, 3301)#(3301, 2937)#(2937, 1884)#(1884, 4642)#(4642, 176)#(176, 3366)#(3366, 148)#(148, 1618)#(1618, 3448)
(2679, 4786)#(4786, 846)#(846, 111)#(111, 1198)#(1198, 1221)#(1221, 2835)#(2835, 2876)#(2876, 1887)#(1887, 4135)#(4135, 148)
(341, 896)#(896, 656)#(656, 3279)#(3279, 1272)#(1272, 1084)#(1084, 3897)#(3897, 2908)#(2908, 2774)#(2774, 148)#(148, 1106)#(1106, 1047)#(1047, 1706)#(1706, 740)#(740, 4135)
(1591, 25)#(25, 1330)#(1330, 1590)#(1590, 1409)#(1409, 3016)#(3016, 3164)#(3164, 415)#(415, 3900)#(3900, 1521)#(1521, 3876)#(3876, 148)#(148, 2043)#(2043, 318)#(318, 4903)
(2574, 2080)#(2080, 1211)#(1211, 1167)#(1167, 1830)#(1830, 4276)#(4276, 61)#(61, 1884)#(1884, 825)#(825, 1323)#(1323, 1015)#(1015, 1539)#(1539, 148)#(148, 1646)#(1646, 526)
(371, 181)#(181, 4480)#(4480, 3023)#(3023, 2624)#(2624, 2861)#(2861, 2149)#(2149, 789)#(789, 3214)#(3214, 148)#(148, 4260)#(4260, 3598)#(3598, 2912)#(2912, 1979)#(1979, 3358)
(4356, 2798)#(2798, 613)#(613, 2639)#(2639, 2743)#(2743, 733)#(733, 3064)#(3064, 2603)#(2603, 1081)#(1081, 2258)#(2258, 3094)#(3094, 1015)#(1015, 148)#(148, 1491)#(1491, 4548)
(1016, 1590)#(1590, 2624)#(2624, 3217)#(3217, 2603)#(2603, 4782)#(4782, 3016)#(3016, 4923)#(4923, 427)#(427, 148)#(148, 2423)#(2423, 2187)#(2187, 2392)#(2392, 3887)#(3887, 605)
(711, 361)#(361, 108)#(108, 2284)#(2284, 61)#(61, 3233)#(3233, 1270)#(1270, 3003)#(3003, 3180)#(3180, 1972)#(1972, 2256)#(2256, 1539)#(1539, 148)#(148, 1893)#(1893, 2065)
(45, 1591)#(1591, 1837)#(1837, 1590)#(1590, 3301)#(3301, 2639)#(2639, 4057)#(4057, 1538)#(1538, 3928)#(3928, 2035)#(2035, 3014)#(3014, 148)#(148, 318)#(318, 846)#(846, 51)
(2949, 1830)#(1830, 2712)#(2712, 3179)#(3179, 19)#(19, 148)#(148, 3366)#(3366, 1893)#(1893, 2561)#(2561, 1301)#(1301, 2055)#(2055, 1061)#(1061, 296)#(296, 479)#(479, 111)
(3301, 1317)#(1317, 148)#(148, 4147)#(4147, 671)#(671, 3319)#(3319, 1161)#(1161, 7)
(2680, 2807)#(2807, 624)#(624, 1620)#(1620, 2687)#(2687, 3217)#(3217, 2289)#(2289, 2937)#(2937, 3179)#(3179, 3803)#(3803, 3214)#(3214, 1398)#(1398, 148)#(148, 1692)#(1692, 2490)
(1175, 2600)#(2600, 3159)#(3159, 905)#(905, 1187)#(1187, 3166)#(3166, 590)#(590, 3174)#(3174, 1947)#(1947, 111)#(111, 148)#(148, 4587)#(4587, 1107)#(1107, 2775)#(2775, 2616)
(1347, 261)#(261, 1343)#(1343, 3171)#(3171, 4923)#(4923, 2720)#(2720, 148)#(148, 2215)#(2215, 1301)#(1301, 3375)#(3375, 1729)#(1729, 2310)#(2310, 2775)#(2775, 2247)#(2247, 4786)
(2027, 2788)#(2788, 1983)#(1983, 2277)#(2277, 1267)#(1267, 1350)#(1350, 1164)#(1164, 1223)#(1223, 2780)#(2780, 2058)#(2058, 2219)#(2219, 148)#(148, 501)#(501, 1017)#(1017, 1213)
(32, 474)#(474, 1999)#(1999, 256)#(256, 194)#(194, 2603)#(2603, 1386)#(1386, 1638)#(1638, 755)#(755, 13)#(13, 2774)#(2774, 148)#(148, 4888)#(4888, 4376)#(4376, 3889)
(148, 711)#(711, 1352)#(1352, 526)#(526, 866)#(866, 1558)#(1558, 1594)#(1594, 260)#(260, 1174)#(1174, 1176)#(1176, 1947)#(1947, 111)#(111, 586)#(586, 1187)#(1187, 1215)
(20, 23)#(23, 32)#(32, 40)#(40, 146)#(146, 148)#(148, 151)#(151, 154)#(154, 160)#(160, 222)#(222, 223)#(223, 231)#(231, 232)#(232, 235)#(235, 246)
(35, 61)#(61, 148)#(148, 154)#(154, 162)#(162, 166)#(166, 173)#(173, 186)#(186, 197)#(197, 223)#(223, 225)#(225, 227)#(227, 246)#(246, 265)#(265, 293)
(3529, 2534)#(2534, 1459)#(1459, 2053)#(2053, 378)#(378, 1386)#(1386, 3657)#(3657, 3738)#(3738, 2908)#(2908, 3792)#(3792, 4798)#(4798, 148)#(148, 3089)#(3089, 3656)#(3656, 3547)
(1211, 2499)#(2499, 3233)#(3233, 1084)#(1084, 1509)#(1509, 2316)#(2316, 2722)#(2722, 148)#(148, 1398)#(1398, 3071)#(3071, 170)#(170, 3703)#(3703, 2297)#(2297, 3185)#(3185, 3868)
(733, 2149)#(2149, 3217)#(3217, 1081)#(1081, 2258)#(2258, 3738)#(3738, 3779)#(3779, 1972)#(1972, 4070)#(4070, 148)#(148, 1005)#(1005, 3889)#(3889, 547)#(547, 1611)#(1611, 4871)
(1876, 3911)#(3911, 2289)#(2289, 539)#(539, 380)#(380, 3439)#(3439, 1564)#(1564, 1655)#(1655, 3170)#(3170, 2722)#(2722, 24)#(24, 3417)#(3417, 148)#(148, 4548)#(4548, 1353)
(590, 1190)#(1190, 148)#(148, 465)#(465, 1923)#(1923, 4171)#(4171, 1176)#(1176, 1174)#(1174, 1198)#(1198, 1199)#(1199, 4627)#(4627, 111)#(111, 1071)#(1071, 2489)#(2489, 846)
(2043, 1349)#(1349, 1828)#(1828, 1942)#(1942, 2559)#(2559, 3721)#(3721, 3029)#(3029, 2560)#(2560, 3352)#(3352, 262)#(262, 148)#(148, 2953)#(2953, 2340)#(2340, 74)#(74, 846)
(1348, 1920)#(1920, 2807)#(2807, 840)#(840, 3614)#(3614, 4219)#(4219, 1633)#(1633, 148)#(148, 2330)#(2330, 2744)#(2744, 3319)#(3319, 318)#(318, 846)#(846, 51)#(51, 526)
(2, 33)#(33, 35)#(35, 148)#(148, 151)#(151, 154)#(154, 219)#(219, 223)#(223, 416)#(416, 585)#(585, 589)#(589, 592)#(592, 40)#(40, 48)#(48, 51)
(148, 2637)#(2637, 1634)#(1634, 2042)#(2042, 3619)#(3619, 14)#(14, 3711)#(3711, 318)#(318, 526)#(526, 846)#(846, 194)#(194, 2876)#(2876, 296)#(296, 4901)#(4901, 3063)
(2955, 224)#(224, 1881)#(1881, 361)#(361, 4270)#(4270, 3201)#(3201, 997)#(997, 148)#(148, 267)#(267, 606)#(606, 700)#(700, 3948)#(3948, 4428)#(4428, 924)#(924, 1339)
(1876, 4230)#(4230, 2028)#(2028, 3168)#(3168, 2396)#(2396, 2349)#(2349, 3364)#(3364, 1655)#(1655, 2163)#(2163, 1618)#(1618, 3916)#(3916, 148)#(148, 4408)#(4408, 1539)#(1539, 4532)
(3301, 2013)#(2013, 1876)#(1876, 3311)#(3311, 1350)#(1350, 2605)#(2605, 1164)#(1164, 3520)#(3520, 2389)#(2389, 2058)#(2058, 2171)#(2171, 148)#(148, 1017)#(1017, 1472)#(1472, 3598)
(23, 32)#(32, 35)#(35, 40)#(40, 133)#(133, 148)#(148, 151)#(151, 162)#(162, 166)#(166, 173)#(173, 174)#(174, 219)#(219, 225)#(225, 227)#(227, 229)
(11, 12)#(12, 18)#(18, 33)#(33, 63)#(63, 75)#(75, 77)#(77, 96)#(96, 106)#(106, 493)#(493, 24)#(24, 32)#(32, 45)#(45, 72)#(72, 148)
(332, 32)#(32, 430)#(430, 1152)#(1152, 1866)#(1866, 2798)#(2798, 818)#(818, 1826)#(1826, 1386)#(1386, 1569)#(1569, 2079)#(2079, 3721)#(3721, 2757)#(2757, 176)#(176, 148)
(1757, 1813)#(1813, 590)#(590, 1587)#(1587, 1664)#(1664, 35)#(35, 376)#(376, 795)#(795, 1521)#(1521, 1716)#(1716, 379)#(379, 538)#(538, 820)#(820, 148)#(148, 836)
(771, 792)#(792, 2019)#(2019, 148)#(148, 1887)#(1887, 3703)#(3703, 3742)#(3742, 920)#(920, 1774)#(1774, 2613)#(2613, 2)#(2, 2242)#(2242, 3030)#(3030, 1733)#(1733, 1366)
(1664, 846)#(846, 906)#(906, 4070)#(4070, 1176)#(1176, 3279)#(3279, 4528)#(4528, 4530)#(4530, 4532)#(4532, 4496)#(4496, 4164)#(4164, 318)#(318, 3335)#(3335, 148)#(148, 4276)
(4230, 1871)#(1871, 560)#(560, 2323)#(2323, 1379)#(1379, 412)#(412, 2446)#(2446, 2163)#(2163, 2052)#(2052, 2579)#(2579, 3180)#(3180, 1252)#(1252, 2060)#(2060, 75)#(75, 148)
(818, 3529)#(3529, 2312)#(2312, 2015)#(2015, 920)#(920, 2907)#(2907, 2910)#(2910, 3244)#(3244, 3366)#(3366, 4773)#(4773, 148)#(148, 3075)#(3075, 3656)#(3656, 4548)#(4548, 267)
(3927, 25)#(25, 710)#(710, 1732)#(1732, 3301)#(3301, 2149)#(2149, 3338)#(3338, 412)#(412, 4610)#(4610, 1722)#(1722, 148)#(148, 3089)#(3089, 267)#(267, 1472)#(1472, 1839)
(2807, 2680)#(2680, 4782)#(4782, 3652)#(3652, 148)#(148, 4552)#(4552, 3858)#(3858, 2876)#(2876, 2775)#(2775, 2247)#(2247, 4794)#(4794, 3076)#(3076, 1947)#(1947, 1803)#(1803, 1599)
(954, 3279)#(3279, 1058)#(1058, 1386)#(1386, 2161)#(2161, 1317)#(1317, 148)#(148, 3917)#(3917, 4260)#(4260, 2180)#(2180, 2264)#(2264, 3319)#(3319, 836)#(836, 318)#(318, 51)
(2284, 1932)#(1932, 3779)#(3779, 148)#(148, 2630)#(2630, 3566)#(3566, 1646)#(1646, 3908)#(3908, 1047)#(1047, 3580)#(3580, 2551)#(2551, 3476)#(3476, 3774)#(3774, 846)#(846, 2489)
(102, 1947)#(1947, 1175)#(1175, 1357)#(1357, 1187)#(1187, 3517)#(3517, 1948)#(1948, 2078)#(2078, 4393)#(4393, 148)#(148, 1042)#(1042, 1944)#(1944, 2198)#(2198, 2247)#(2247, 2629)
(1886, 1350)#(1350, 2922)#(2922, 1379)#(1379, 3610)#(3610, 148)#(148, 82)#(82, 980)#(980, 1576)#(1576, 2681)#(2681, 3181)#(3181, 2247)#(2247, 296)#(296, 355)#(355, 318)
(2639, 2006)#(2006, 2976)#(2976, 1459)#(1459, 148)#(148, 3075)#(3075, 2725)#(2725, 1353)#(1353, 1014)#(1014, 2055)#(2055, 1047)#(1047, 3375)#(3375, 794)#(794, 2234)#(2234, 4586)
(1165, 2207)#(2207, 3189)#(3189, 2339)#(2339, 1542)#(1542, 2328)#(2328, 3352)#(3352, 3792)#(3792, 148)#(148, 2236)#(2236, 3656)#(3656, 1619)#(1619, 2914)#(2914, 3858)#(3858, 318)
